Species,zone_n,zone_s,zone_g
Aegiphila_falcata,else,NA,else
Aegiphila_fasciculata,else,NA,else
Aegiphila_ferruginea,tropical,tropical,tropical
Aegiphila_filipes,tropical,tropical,tropical
Aegiphila_fluminensis,NA,else,else
Aegiphila_glabrata,tropical,tropical,tropical
Aegiphila_grandis,tropical,NA,tropical
Aegiphila_hirsutissima,tropical,tropical,tropical
Aegiphila_hoehnei,tropical,tropical,tropical
Aegiphila_integrifolia,tropical,else,else
Aegiphila_laeta,tropical,tropical,tropical
Aegiphila_laxiflora,tropical,tropical,tropical
Aegiphila_lehmannii,tropical,tropical,tropical
Aegiphila_martinicensis,tropical,tropical,tropical
Aegiphila_mediterranea,NA,else,else
Aegiphila_membranacea,tropical,tropical,tropical
Aegiphila_mollis,tropical,tropical,tropical
Aegiphila_monstrosa,else,NA,else
Aegiphila_monticola,tropical,tropical,tropical
Aegiphila_multiflora,NA,else,else
Aegiphila_novogranatensis,tropical,tropical,tropical
Aegiphila_obducta,NA,else,else
Aegiphila_odontophylla,tropical,NA,tropical
Aegiphila_panamensis,else,tropical,tropical
Aegiphila_pernambucensis,NA,tropical,tropical
Aegiphila_peruviana,tropical,tropical,tropical
Aegiphila_roraimensis,tropical,NA,tropical
Aegiphila_saltensis,NA,else,else
Aegiphila_skutchii,else,NA,else
Aegiphila_smithii,tropical,tropical,tropical
Aegiphila_sufflava,NA,tropical,tropical
Aegiphila_ternifolia,tropical,NA,tropical
Aegiphila_triflora,NA,tropical,tropical
Aegiphila_truncata,tropical,NA,tropical
Aegiphila_ulei,tropical,tropical,tropical
Aegiphila_valerioi,else,NA,else
Aegiphila_vallensis,tropical,NA,tropical
Aegiphila_venezuelensis,tropical,NA,tropical
Aegiphila_verticillata,tropical,else,else
Aegiphila_vitelliniflora,tropical,else,else
Aegle_marmelos,else,tropical,else
Aeglopsis_chevalieri,tropical,NA,tropical
Aeglopsis_eggelingii,tropical,tropical,tropical
Aequatorium_jamesonii,tropical,tropical,tropical
Aequatorium_verrucosum,tropical,NA,tropical
Aeschynomene_ciliata,else,tropical,tropical
Aeschynomene_elaphroxylon,else,else,tropical
Aeschynomene_pararubrofarinacea,NA,else,else
Aeschynomene_schliebenii,NA,else,else
Aesculus_assamica,else,NA,else
Aesculus_californica,else,NA,else
Aesculus_chinensis,else,NA,else
Aesculus_flava,else,else,else
Aesculus_glabra,else,else,else
Aesculus_hippocastanum,else,else,else
Aesculus_indica,else,else,else
Aesculus_parryi,else,NA,else
Aesculus_parviflora,else,else,else
Aesculus_pavia,else,else,else
Aesculus_sylvatica,else,NA,else
Aesculus_turbinata,else,NA,else
Aetoxylon_sympetalum,tropical,tropical,tropical
Aextoxicon_punctatum,NA,else,else
Afraegle_paniculata,tropical,tropical,tropical
Afrocanthium_burttii,NA,tropical,tropical
Afrocanthium_gilfillanii,NA,else,else
Afrocanthium_lactescens,tropical,tropical,tropical
Afrocanthium_mundianum,NA,else,else
Afrocanthium_pseudorandii,NA,else,else
Afrocanthium_pseudoverticillatum,tropical,tropical,tropical
Afrocarpus_falcatus,else,else,else
Afrocarpus_gracilior,tropical,tropical,tropical
Afrocarpus_usambarensis,else,tropical,tropical
Afrolicania_elaeosperma,tropical,tropical,tropical
Afrostyrax_kamerunensis,tropical,tropical,tropical
Afrostyrax_lepidophyllus,tropical,tropical,tropical
Afzelia_africana,tropical,NA,tropical
Afzelia_bella,tropical,tropical,tropical
Afzelia_bipindensis,tropical,tropical,tropical
Afzelia_pachyloba,tropical,tropical,tropical
Afzelia_parviflora,tropical,NA,tropical
Afzelia_quanzensis,tropical,else,else
Afzelia_rhomboidea,else,NA,else
Afzelia_xylocarpa,else,NA,else
Aganope_leucobotrya,tropical,NA,tropical
Aganope_stuhlmannii,else,else,tropical
Agarista_boliviensis,NA,else,else
Agarista_duckei,tropical,else,tropical
Agarista_eucalyptoides,NA,else,else
Agarista_glaberrima,NA,else,else
Agarista_mexicana,else,NA,else
Agarista_niederleinii,NA,else,else
Agarista_oleifolia,NA,else,else
Agarista_pulchra,NA,else,else
Agarista_revoluta,NA,else,else
Agarista_salicifolia,tropical,tropical,tropical
Agastachys_odorata,NA,else,else
Agathis_atropurpurea,else,else,else
Agathis_australis,else,else,else
Agathis_borneensis,tropical,tropical,tropical
Agathis_dammara,else,tropical,tropical
Agathis_labillardierei,NA,tropical,tropical
Agathis_lanceolata,else,else,else
Agathis_microstachya,else,else,else
Agathis_moorei,else,else,else
Agathis_ovata,else,else,else
Agathis_robusta,else,else,else
Agave_univittata,else,NA,else
Agelaea_borneensis,tropical,tropical,tropical
Agelaea_macrophylla,tropical,tropical,tropical
Agelaea_trinervis,tropical,tropical,tropical
Ageratina_gloeoclada,NA,else,else
Ageratina_havanensis,else,NA,else
Ageratina_latipes,tropical,NA,tropical
Ageratina_mairetiana,else,NA,else
Ageratina_popayanensis,tropical,NA,tropical
Aglaia_agglomerata,NA,tropical,tropical
Aglaia_argentea,tropical,tropical,tropical
Aglaia_brownii,NA,else,else
Aglaia_crassinervia,tropical,tropical,tropical
Aglaia_cucullata,tropical,tropical,tropical
Aglaia_edulis,else,tropical,tropical
Aglaia_elaeagnoidea,else,else,tropical
Aglaia_elliptica,tropical,tropical,tropical
Aglaia_euryanthera,NA,else,else
Aglaia_eximia,tropical,tropical,tropical
Aglaia_forbesii,tropical,tropical,tropical
Aglaia_glabrata,tropical,tropical,tropical
Aglaia_hiernii,tropical,tropical,tropical
Aglaia_lawii,else,tropical,tropical
Aglaia_laxiflora,tropical,tropical,tropical
Aglaia_leptantha,tropical,tropical,tropical
Aglaia_leucophylla,tropical,tropical,tropical
Aglaia_luzoniensis,tropical,tropical,tropical
Aglaia_macrocarpa,tropical,tropical,tropical
Aglaia_meridionalis,NA,else,else
Aglaia_monozyga,tropical,NA,tropical
Aglaia_odorata,else,tropical,else
Aglaia_odoratissima,tropical,tropical,tropical
Aglaia_oligophylla,tropical,tropical,tropical
Aglaia_pachyphylla,tropical,tropical,tropical
Aglaia_palembanica,tropical,tropical,tropical
Aglaia_rimosa,else,tropical,tropical
Aglaia_rivularis,tropical,NA,tropical
Aglaia_samoensis,tropical,tropical,tropical
Aglaia_sapindina,tropical,else,tropical
Aglaia_silvestris,tropical,tropical,tropical
Aglaia_simplicifolia,tropical,tropical,tropical
Aglaia_spectabilis,tropical,tropical,tropical
Aglaia_squamulosa,tropical,tropical,tropical
Aglaia_subcuprea,tropical,tropical,tropical
Aglaia_subminutiflora,NA,tropical,tropical
Aglaia_tenuicaulis,tropical,tropical,tropical
Aglaia_teysmanniana,tropical,tropical,tropical
Aglaia_tomentosa,tropical,tropical,tropical
Agonandra_brasiliensis,tropical,else,else
Agonandra_excelsa,tropical,else,else
Agonandra_macrocarpa,else,NA,else
Agonandra_obtusifolia,else,NA,else
Agonandra_peruviana,tropical,tropical,tropical
Agonandra_racemosa,else,NA,else
Agonandra_silvatica,tropical,tropical,tropical
Agonis_flexuosa,else,else,else
Agouticarpa_curviflora,tropical,tropical,tropical
Agouticarpa_grandistipula,tropical,tropical,tropical
Agouticarpa_hirsuta,tropical,tropical,tropical
Agouticarpa_isernii,tropical,tropical,tropical
Agouticarpa_velutina,tropical,tropical,tropical
Agouticarpa_williamsii,tropical,tropical,tropical
Agrostistachys_borneensis,tropical,tropical,tropical
Agrostistachys_gaudichaudii,tropical,NA,tropical
Agrostistachys_indica,else,tropical,else
Aidia_borneensis,tropical,NA,tropical
Aidia_canthioides,else,NA,else
Aidia_cochinchinensis,else,else,else
Aidia_densiflora,tropical,tropical,tropical
Aidia_genipiflora,tropical,NA,tropical
Aidia_henryi,else,NA,else
Aidia_micrantha,tropical,tropical,tropical
Aidia_ochroleuca,tropical,tropical,tropical
Aidia_pycnantha,else,NA,else
Aidia_racemosa,tropical,else,else
Aidia_rhacodosepala,tropical,NA,tropical
Aidia_rubens,tropical,tropical,tropical
Ailanthus_altissima,else,else,else
Ailanthus_excelsa,else,else,else
Ailanthus_integrifolia,tropical,tropical,tropical
Ailanthus_triphysa,else,else,else
Aiouea_acarodomatifera,NA,else,else
Aiouea_amoena,NA,else,else
Aiouea_areolata,else,NA,else
Aiouea_brenesii,else,NA,else
Aiouea_chavarriana,tropical,NA,tropical
Aiouea_chiapensis,else,NA,else
Aiouea_dubia,tropical,tropical,tropical
Aiouea_effusa,else,NA,else
Aiouea_glaziovii,NA,else,else
Aiouea_grandifolia,tropical,tropical,tropical
Aiouea_grisebachii,else,NA,else
Aiouea_guianensis,tropical,tropical,tropical
Aiouea_hammeliana,tropical,NA,tropical
Aiouea_hartmanii,else,NA,else
Aiouea_impressa,tropical,tropical,tropical
Aiouea_laevis,tropical,else,tropical
Aiouea_maguireana,tropical,tropical,tropical
Aiouea_montana,else,else,tropical
Aiouea_myristicoides,tropical,tropical,tropical
Aiouea_napoensis,tropical,tropical,tropical
Aiouea_neurophylla,else,NA,else
Aiouea_pachypoda,else,NA,else
Aiouea_padiformis,else,NA,else
Aiouea_piauhyensis,NA,else,else
Aiouea_pittieri,tropical,NA,tropical
Aiouea_salicifolia,else,else,else
Aiouea_saligna,NA,else,else
Aiouea_sellowiana,NA,else,else
Aiouea_stenophylla,NA,else,else
Aiouea_tomentella,NA,else,else
Aiouea_tonduzii,tropical,NA,tropical
Aiouea_trinervis,tropical,else,else
Aiouea_zapatae,else,NA,else
Aiphanes_chiribogensis,tropical,tropical,tropical
Aiphanes_eggersii,tropical,tropical,tropical
Aiphanes_erinacea,tropical,tropical,tropical
Aiphanes_hirsuta,tropical,NA,tropical
Aiphanes_horrida,tropical,else,tropical
Aiphanes_lindeniana,tropical,NA,tropical
Aiphanes_macroloba,tropical,NA,tropical
Aiphanes_minima,else,else,else
Aiphanes_simplex,tropical,NA,tropical
Aiphanes_tricuspidata,tropical,tropical,tropical
Aiphanes_ulei,tropical,tropical,tropical
Airyantha_schweinfurthii,tropical,tropical,tropical
Akania_bidwillii,NA,else,else
Alangium_barbatum,else,NA,else
Alangium_chinense,else,tropical,else
Alangium_grisolleoides,NA,else,else
Alangium_javanicum,tropical,tropical,tropical
Alangium_kurzii,else,tropical,else
Alangium_platanifolium,else,else,else
Alangium_salviifolium,else,tropical,else
Alangium_villosum,tropical,else,else
Alberta_magna,else,else,else
Albizia_adianthifolia,tropical,else,tropical
Albizia_adinocephala,else,NA,else
Albizia_altissima,tropical,tropical,tropical
Albizia_amara,else,else,else
Albizia_androyensis,NA,else,else
Albizia_anthelmintica,tropical,else,else
Albizia_antunesiana,NA,else,else
Albizia_arenicola,NA,else,else
Albizia_aurisparsa,NA,else,else
Albizia_balabaka,NA,else,else
Albizia_barinensis,tropical,NA,tropical
Albizia_bernieri,NA,else,else
Albizia_berteroana,else,NA,else
Albizia_boinensis,NA,else,else
Albizia_boivinii,NA,else,else
Albizia_brevifolia,else,else,else
Albizia_burkartiana,NA,else,else
Albizia_canescens,else,else,else
Albizia_carbonaria,tropical,else,tropical
Albizia_chevalieri,else,NA,else
Albizia_chinensis,else,tropical,else
Albizia_coriaria,tropical,tropical,tropical
Albizia_coripatensis,NA,else,else
Albizia_corniculata,else,tropical,else
Albizia_crassiramea,else,NA,else
Albizia_dinklagei,tropical,NA,tropical
Albizia_duckeana,tropical,tropical,tropical
Albizia_edwallii,NA,else,else
Albizia_ferruginea,tropical,tropical,tropical
Albizia_forbesii,NA,else,else
Albizia_glaberrima,tropical,else,tropical
Albizia_glabripetala,tropical,tropical,tropical
Albizia_grandibracteata,tropical,tropical,tropical
Albizia_greveana,NA,else,else
Albizia_gummifera,tropical,else,tropical
Albizia_harveyi,NA,else,else
Albizia_inundata,tropical,else,else
Albizia_julibrissin,else,else,else
Albizia_kalkora,else,NA,else
Albizia_laurentii,tropical,tropical,tropical
Albizia_lebbeck,else,else,tropical
Albizia_lebbekoides,else,tropical,else
Albizia_leucocalyx,else,NA,else
Albizia_lucidior,else,NA,else
Albizia_mahalao,NA,else,else
Albizia_mainaea,NA,else,else
Albizia_malacophylla,tropical,tropical,tropical
Albizia_multiflora,tropical,tropical,tropical
Albizia_myriophylla,else,tropical,else
Albizia_niopoides,else,else,else
Albizia_obliquifoliolata,tropical,tropical,tropical
Albizia_occidentalis,else,NA,else
Albizia_odoratissima,else,else,else
Albizia_pedicellata,tropical,tropical,tropical
Albizia_petersiana,tropical,else,else
Albizia_pistaciifolia,tropical,tropical,tropical
Albizia_polycephala,tropical,else,else
Albizia_polyphylla,else,else,else
Albizia_procera,else,else,tropical
Albizia_retusa,else,else,tropical
Albizia_rosulata,tropical,tropical,tropical
Albizia_saponaria,else,tropical,tropical
Albizia_schimperiana,tropical,tropical,tropical
Albizia_sinaloensis,else,NA,else
Albizia_splendens,tropical,tropical,tropical
Albizia_subdimidiata,tropical,tropical,tropical
Albizia_tanganyicensis,tropical,else,else
Albizia_tomentosa,else,NA,else
Albizia_tulearensis,NA,else,else
Albizia_versicolor,NA,else,else
Albizia_viridis,NA,else,else
Albizia_xerophytica,else,NA,else
Albizia_zimmermannii,NA,tropical,tropical
Albizia_zygia,tropical,tropical,tropical
Alchornea_acutifolia,tropical,tropical,tropical
Alchornea_alnifolia,tropical,else,else
Alchornea_bogotensis,tropical,tropical,tropical
Alchornea_brittonii,tropical,else,else
Alchornea_castaneifolia,tropical,else,tropical
Alchornea_coelophylla,tropical,tropical,tropical
Alchornea_cordifolia,tropical,tropical,tropical
Alchornea_costaricensis,tropical,tropical,tropical
Alchornea_discolor,tropical,tropical,tropical
Alchornea_floribunda,tropical,tropical,tropical
Alchornea_fluviatilis,tropical,tropical,tropical
Alchornea_glandulosa,tropical,else,else
Alchornea_grandiflora,tropical,tropical,tropical
Alchornea_grandis,tropical,tropical,tropical
Alchornea_hirtella,tropical,tropical,tropical
Alchornea_humbertii,NA,else,else
Alchornea_ilicifolia,NA,else,else
Alchornea_integrifolia,tropical,NA,tropical
Alchornea_latifolia,else,tropical,else
Alchornea_laxiflora,tropical,tropical,tropical
Alchornea_megalophylla,tropical,tropical,tropical
Alchornea_parviflora,tropical,tropical,tropical
Alchornea_pearcei,tropical,else,tropical
Alchornea_perrieri,NA,else,else
Alchornea_rugosa,else,tropical,tropical
Alchornea_sidifolia,NA,else,else
Alchornea_tiliifolia,else,tropical,else
Alchornea_triplinervia,tropical,else,else
Alchornea_verticillata,tropical,NA,tropical
Alchorneopsis_floribunda,tropical,tropical,tropical
Aldina_discolor,tropical,tropical,tropical
Aldina_heterophylla,tropical,tropical,tropical
Aldina_kunhardtiana,tropical,tropical,tropical
Aldina_latifolia,tropical,tropical,tropical
Alectryon_connatus,NA,else,else
Alectryon_coriaceus,NA,else,else
Alectryon_diversifolius,NA,else,else
Alectryon_excelsus,else,else,else
Alectryon_ferrugineus,NA,tropical,tropical
Alectryon_forsythii,NA,else,else
Alectryon_kimberleyanus,NA,else,else
Alectryon_oleifolius,else,else,else
Alectryon_pubescens,NA,else,else
Alectryon_reticulatus,NA,else,else
Alectryon_semicinereus,NA,else,else
Alectryon_subcinereus,else,else,else
Alectryon_subdentatus,NA,else,else
Alectryon_tomentosus,else,else,else
Alectryon_tropicus,NA,else,else
Aleisanthiopsis_distantiflora,tropical,tropical,tropical
Aleurites_moluccanus,else,else,tropical
Aleurites_rockinghamensis,tropical,else,else
Alexa_bauhiniiflora,tropical,tropical,tropical
Alexa_canaracunensis,tropical,tropical,tropical
Alexa_confusa,tropical,NA,tropical
Alexa_grandiflora,tropical,tropical,tropical
Alexa_imperatricis,tropical,tropical,tropical
Alexa_wachenheimii,tropical,tropical,tropical
Alfaroa_costaricensis,else,NA,else
Alfaroa_guatemalensis,else,NA,else
Alfaroa_manningii,tropical,NA,tropical
Alfaroa_mexicana,else,NA,else
Alfaroa_williamsii,tropical,NA,tropical
Algernonia_leandrii,NA,else,else
Algernonia_riedelii,NA,else,else
Alibertia_atlantica,tropical,NA,tropical
Alibertia_bertierifolia,tropical,tropical,tropical
Alibertia_claviflora,tropical,tropical,tropical
Alibertia_curviflora,tropical,tropical,tropical
Alibertia_edulis,else,else,tropical
Alibertia_latifolia,tropical,tropical,tropical
Alibertia_patinoi,tropical,tropical,tropical
Alibertia_sorbilis,NA,tropical,tropical
Alibertia_verticillata,tropical,tropical,tropical
Allagoptera_caudescens,else,else,else
Allanblackia_floribunda,tropical,tropical,tropical
Allanblackia_gabonensis,tropical,tropical,tropical
Allanblackia_parviflora,tropical,NA,tropical
Allanblackia_stuhlmannii,NA,tropical,tropical
Allantoma_decandra,tropical,tropical,tropical
Allantoma_integrifolia,NA,tropical,tropical
Allantoma_lineata,tropical,tropical,tropical
Allantoma_pluriflora,tropical,tropical,tropical
Allexis_cauliflora,tropical,tropical,tropical
Allocasuarina_acutivalvis,else,else,else
Allocasuarina_campestris,else,else,else
Allocasuarina_decaisneana,NA,else,else
Allocasuarina_decussata,NA,else,else
Allocasuarina_dielsiana,NA,else,else
Allocasuarina_diminuta,NA,else,else
Allocasuarina_fraseriana,NA,else,else
Allocasuarina_gymnanthera,NA,else,else
Allocasuarina_huegeliana,else,else,else
Allocasuarina_hystricosa,NA,else,else
Allocasuarina_inophloia,NA,else,else
Allocasuarina_littoralis,else,else,else
Allocasuarina_luehmannii,NA,else,else
Allocasuarina_monilifera,else,else,else
Allocasuarina_striata,NA,else,else
Allocasuarina_torulosa,else,else,else
Allocasuarina_verticillata,else,else,else
Allomaieta_hirsuta,tropical,NA,tropical
Allomaieta_strigosa,tropical,NA,tropical
Allophylus_abyssinicus,tropical,tropical,tropical
Allophylus_africanus,tropical,else,tropical
Allophylus_amazonicus,tropical,tropical,tropical
Allophylus_angustatus,tropical,tropical,tropical
Allophylus_bullatus,tropical,NA,tropical
Allophylus_camptostachys,else,NA,else
Allophylus_chaunostachys,tropical,tropical,tropical
Allophylus_cobbe,else,else,tropical
Allophylus_cominia,else,NA,else
Allophylus_congolanus,NA,tropical,tropical
Allophylus_crassinervis,else,NA,else
Allophylus_decipiens,NA,else,else
Allophylus_divaricatus,tropical,tropical,tropical
Allophylus_dregeanus,NA,else,else
Allophylus_dummeri,tropical,tropical,tropical
Allophylus_edulis,tropical,else,else
Allophylus_excelsus,tropical,tropical,tropical
Allophylus_ferrugineus,tropical,tropical,tropical
Allophylus_floribundus,tropical,tropical,tropical
Allophylus_gentryi,tropical,tropical,tropical
Allophylus_glabratus,tropical,tropical,tropical
Allophylus_goudotii,tropical,tropical,tropical
Allophylus_grandifolius,tropical,NA,tropical
Allophylus_guaraniticus,NA,else,else
Allophylus_hamatus,tropical,tropical,tropical
Allophylus_incanus,tropical,tropical,tropical
Allophylus_jamaicensis,else,tropical,else
Allophylus_lastoursvillensis,tropical,tropical,tropical
Allophylus_latifolius,tropical,tropical,tropical
Allophylus_leucoclados,tropical,else,else
Allophylus_loretensis,tropical,tropical,tropical
Allophylus_megaphyllus,tropical,NA,tropical
Allophylus_melanophloeus,NA,else,else
Allophylus_myrianthus,tropical,tropical,tropical
Allophylus_natalensis,NA,else,else
Allophylus_nitidulus,tropical,tropical,tropical
Allophylus_paniculatus,tropical,tropical,tropical
Allophylus_pauciflorus,NA,else,else
Allophylus_peruvianus,tropical,tropical,tropical
Allophylus_pervillei,NA,tropical,tropical
Allophylus_pilosus,tropical,tropical,tropical
Allophylus_pseudopaniculatus,tropical,tropical,tropical
Allophylus_psilospermus,else,else,tropical
Allophylus_puberulus,NA,else,else
Allophylus_punctatus,else,tropical,tropical
Allophylus_quercifolius,NA,tropical,tropical
Allophylus_racemosus,else,else,tropical
Allophylus_robustus,tropical,tropical,tropical
Allophylus_rubifolius,tropical,tropical,tropical
Allophylus_scrobiculatus,tropical,tropical,tropical
Allophylus_stenodictyus,tropical,tropical,tropical
Allophylus_strictus,else,else,else
Allophylus_talbotii,tropical,NA,tropical
Allophylus_tanzaniensis,NA,tropical,tropical
Allophylus_timorensis,else,else,else
Allosyncarpia_ternata,NA,else,else
Alloxylon_flammeum,NA,else,else
Alloxylon_pinnatum,NA,else,else
Alloxylon_wickhamii,else,else,else
Alluaudia_comosa,NA,else,else
Alluaudia_dumosa,else,else,else
Alluaudia_procera,else,else,else
Alluaudiopsis_fiherenensis,NA,else,else
Alniphyllum_eberhardtii,else,NA,else
Alniphyllum_fortunei,else,NA,else
Alniphyllum_pterospermum,else,NA,else
